TOI,TIC ID,Disposition
3074.01,447976172,PC
3075.01,447891218,PC
3076.01,447593267,PC
3077.01,443341002,PC
3078.01,443042089,PC
3079.01,441444262,PC
3080.01,439926641,PC
3081.01,432467894,PC
3083.01,405620289,PC
3084.01,397423462,PC
3086.01,374158843,PC
3087.01,364427226,PC
3088.01,362607799,PC
3089.01,347715478,PC
309.01,228507250,PC
3090.01,309913305,PC
3091.01,306255021,PC
3092.01,274911536,PC
3093.01,272885406,PC
3094.01,272645619,PC
3095.01,270075071,PC
3096.01,229465678,PC
3097.01,163262555,PC
3098.01,163260812,PC
3099.01,163030461,PC
310.01,175477257,PC
3100.01,162620529,PC
3101.01,157213708,PC
3102.01,147092818,PC
3103.01,133129971,PC
3104.01,132963419,PC
3105.01,124454726,PC
3106.01,124453339,PC
3107.01,124174267,PC
3108.01,124146529,PC
3110.01,104022675,PC
3111.01,103832313,PC
3112.01,98662211,PC
3113.01,94346376,PC
3114.01,94011343,PC
3115.01,93093765,PC
3116.01,80778619,PC
3117.01,73082014,PC
3118.01,58461209,PC
3119.01,57793060,PC
3120.01,22384839,PC
3121.01,14715294,PC
3122.01,61117473,PC
3124.01,454918388,PC
3125.01,160023,PC
3126.01,454876465,PC
3128.01,453677947,PC
3129.01,4711,PC
3130.01,453396346,PC
3131.01,2876,PC
3132.01,448923766,PC
3133.01,448775221,PC
3134.01,448688668,PC
3135.01,448098793,PC
3136.01,418471796,PC
3137.01,395514100,PC
3138.01,270347814,PC
3139.01,48661942,PC
314.01,316769613,PC
3140.01,394900138,PC
3141.01,394443982,PC
3142.01,387791274,PC
3143.01,384244834,PC
3144.01,361176558,PC
3145.01,360816296,PC
3147.01,359572563,PC
3148.01,323980895,PC
3149.01,296670796,PC
3150.01,195256633,PC
3151.01,36607746,PC
3152.01,467484304,PC
3153.01,466318137,PC
3154.01,465176038,PC
3157.01,456962262,PC
3158.01,451254008,PC
3159.01,449549170,PC
3160.01,440872576,PC
3161.01,438777551,PC
3162.01,433546897,PC
3163.01,425316308,PC
3165.01,419858461,PC
3166.01,412371819,PC
3167.01,411796826,PC
3168.01,410554986,PC
3169.01,403911354,PC
317.01,402319411,PC
3170.01,400712525,PC
3171.01,399058051,PC
3172.01,398502253,PC
3173.01,398466662,PC
3175.01,391510223,PC
3176.01,389999924,PC
3177.01,383410746,PC
3178.01,381996371,PC
3179.01,378227267,PC
318.01,206352378,PC
3180.01,372960748,PC
3182.01,372448111,PC
3183.01,370385007,PC
3184.01,366248595,PC
3185.01,363661031,PC
3186.01,363632843,PC
3187.01,245027119,PC
3188.01,363202582,PC
3189.01,361998994,PC
3190.01,344745774,PC
3191.01,342375120,PC
3192.01,336613507,PC
3193.01,334757798,PC
3194.01,333511802,PC
3195.01,332880327,PC
3196.01,331297805,PC
3197.01,331160996,PC
3198.01,121625070,PC
3199.01,330885564,PC
3200.01,330014070,PC
3201.01,329921262,PC
3202.01,329691586,PC
3203.01,329609449,PC
3204.01,326662822,PC
3206.01,321802774,PC
3207.01,320994166,PC
3208.01,319949055,PC
3209.01,319806044,PC
3210.01,318668441,PC
3211.01,323002911,PC
3212.01,316236118,PC
3214.01,312508092,PC
3215.01,307888842,PC
3216.01,306547699,PC
3218.01,305739565,PC
3219.01,305492348,PC
322.01,198077394,PC
3220.01,304950588,PC
3222.01,303686889,PC
3223.01,297668572,PC
3224.01,297457992,PC
3225.01,401952328,PC
3226.01,295233473,PC
3227.01,294385899,PC
3228.01,294365631,PC
3229.01,290263093,PC
323.01,251852984,PC
3230.01,289445553,PC
3231.01,280857321,PC
3232.01,269439355,PC
3233.01,265633507,PC
3234.01,260776145,PC
3237.01,242389810,PC
3238.01,241752370,PC
3239.01,241569046,PC
324.01,156002449,PC
3240.01,241514551,PC
3241.01,241326434,PC
3242.01,209923610,PC
3243.01,209707800,PC
3244.01,208091447,PC
3245.01,203476998,PC
3246.01,179715231,PC
3247.01,167597352,PC
3248.01,165667705,PC
3249.01,159262969,PC
325.01,66413476,PC
3250.01,125424836,PC
3251.01,121194926,PC
3252.01,112037211,PC
3254.01,107506563,PC
3255.01,83395136,PC
3256.01,322901324,PC
3258.01,369789627,PC
3259.01,68523365,PC
3260.01,370138999,PC
3261.01,358070912,PC
3262.01,280096473,PC
3263.01,469821652,PC
3264.01,468055102,PC
3265.01,466167563,PC
3266.01,451566438,PC
3267.01,410372968,PC
3268.01,410358456,PC
3269.01,410314178,PC
327.01,206669860,PC
3270.01,407922734,PC
3271.01,406236094,PC
3272.01,388280249,PC
3273.01,372443687,PC
3274.01,360822008,PC
3275.01,325275736,PC
3276.01,320327056,PC
3277.01,319568619,PC
3278.01,304130406,PC
3279.01,179987678,PC
328.01,139357541,PC
3280.01,290302491,PC
3281.01,254142310,PC
3283.01,201660996,PC
3284.01,166220082,PC
3285.01,114181798,PC
3286.01,113648563,PC
3287.01,113117112,PC
3288.01,79920467,PC
3289.01,31786438,PC
3291.01,464593883,PC
3292.01,464481762,PC
3293.01,464445045,PC
3294.01,464280516,PC
3295.01,456574511,PC
3296.01,456560485,PC
3297.01,451538240,PC
3298.01,407772585,PC
3299.01,390723664,PC
330.01,27966179,PC
3300.01,384299730,PC
3301.01,384016413,PC
3302.01,383299778,PC
3303.01,381982417,PC
3304.01,381789320,PC
3305.01,380775661,PC
3307.01,369861728,PC
3309.01,365021641,PC
3310.01,364072092,PC
3311.01,337274055,PC
3312.01,332314607,PC
3314.01,315398848,PC
3315.01,312030014,PC
3316.01,311565540,PC
3317.01,311292015,PC
3318.01,310854881,PC
3320.01,307320565,PC
3321.01,306648160,PC
3322.01,306357884,PC
3324.01,304695574,PC
3325.01,303617735,PC
3326.01,301455423,PC
3327.01,292477426,PC
3328.01,276647494,PC
3329.01,256158543,PC
333.01,224245334,PC
3330.01,255768108,PC
3333.01,193782529,PC
3334.01,160930264,PC
3335.01,120033290,PC
3336.01,119950057,PC
3337.01,119089245,PC
3338.01,86419190,PC
3339.01,86021841,PC
3341.01,75919790,PC
3342.01,75076261,PC
3343.01,58046864,PC
3344.01,57093805,PC
3345.01,21997420,PC
3346.01,6404965,PC
3348.01,131347421,PC
3350.01,4959676,PC
3351.01,941340744,PC
3352.01,33840683,PC
3353.01,391903064,PC
3353.02,391903064,PC
3354.01,260367888,PC
3355.01,382045742,PC
3356.01,229138584,PC
3359.01,360714300,PC
3363.01,385858569,PC
3365.01,34297761,PC
3366.01,220547837,PC
3367.01,131730580,PC
3368.01,131419624,PC
3370.01,131250246,PC
3371.01,186470510,PC
3373.01,186459119,PC
3374.01,131025778,PC
3376.01,130797885,PC
3378.01,133655284,PC
3382.01,13737885,PC
3383.01,175317833,PC
3384.01,118603213,PC
3386.01,174426662,PC
3387.01,118072143,PC
3391.01,173824688,PC
3393.01,173260345,PC
3394.01,59536337,PC
3395.01,170405772,PC
3396.01,56630436,PC
3397.01,154616309,PC
3398.01,46999289,PC
340.01,80439101,PC
3400.01,437215469,PC
3401.01,26051436,PC
3403.01,133107143,PC
3404.01,18795429,PC
3405.01,152326573,PC
3406.01,410159011,PC
3407.01,152005053,PC
3408.01,7904580,PC
3409.01,405485201,PC
341.01,33911302,PC
3410.01,238012337,PC
3411.01,150424946,PC
3412.01,396794358,PC
3413.01,149745822,PC
3414.01,131348451,PC
3415.01,386456916,PC
3416.01,145910571,PC
3417.01,332710679,PC
3418.01,437144507,PC
3419.01,145904365,PC
3421.01,145023816,PC
3425.01,144682439,PC
3426.01,277833423,PC
3427.01,144467913,PC
3428.01,271486001,PC
3429.01,134551640,PC
343.01,66497310,PC
3431.01,270649648,PC
3432.01,133849258,PC
3433.01,270471065,PC
3434.01,270457662,PC
3437.01,132313173,PC
3438.01,455272393,PC
3439.01,394338713,PC
344.01,13023378,PC
3441.01,393196631,PC
3442.01,207981861,PC
3443.01,392995938,PC
3444.01,161299119,PC
3445.01,364431259,PC
3446.01,149022647,PC
3447.01,363749415,PC
3448.01,143934343,PC
3449.01,363083571,PC
345.01,308208458,PC
3450.01,126125073,PC
3451.01,361710792,PC
3452.01,360475034,PC
3453.01,360473750,PC
3454.01,359426909,PC
3455.01,358938714,PC
3456.01,357661805,PC
3457.01,357312511,PC
3458.01,340228388,PC
3459.01,335860261,PC
346.01,118327533,PC
3460.01,39858507,PC
3461.01,334080358,PC
3462.01,324116813,PC
3463.01,292889298,PC
3464.01,290504044,PC
3465.01,454361389,PC
3469.01,447192619,PC
347.01,224271611,PC
3470.01,277538491,PC
3471.01,407166076,PC
3473.01,406861922,PC
3474.01,274367763,PC
3475.01,403507814,PC
3476.01,272983172,PC
3477.01,402391147,PC
3478.01,255909950,PC
3479.01,402219289,PC
348.01,70785910,PC
3480.01,254909777,PC
3481.01,396316939,PC
3483.01,395926728,PC
3484.01,221882319,PC
3485.01,394672497,PC
3485.02,394672497,PC
3486.01,221861843,PC
3488.01,394570569,PC
3489.01,221785300,PC
3490.01,394492339,PC
3491.01,208719443,PC
3492.01,81077799,PC
3493.01,203377303,PC
3494.01,165827520,PC
3495.01,272167060,PC
3496.01,448358913,PC
3498.01,310294189,PC
3499.01,446370039,PC
3500.01,443666343,PC
3502.01,452281203,PC
3503.01,459850897,PC
3505.01,390988385,PC
3506.01,102159710,PC
3509.01,244912396,PC
3510.01,57753734,PC
3513.01,244487927,PC
3514.01,1870990135,PC
3515.01,198725468,PC
3516.01,30254887,PC
3517.01,123007594,PC
3518.01,1712954983,PC
3519.01,417129824,PC
3520.01,120101789,PC
3521.01,429036977,PC
3522.01,106224627,PC
3523.01,417047499,PC
3527.01,355748785,PC
3529.01,326203952,PC
353.01,100099031,PC
3532.01,42484503,PC
3533.01,313408643,PC
3535.01,304514922,PC
3538.01,27459498,PC
3539.01,294594423,PC
3543.01,275887811,PC
3544.01,15460993,PC
3545.01,274641986,PC
3546.01,13424053,PC
3547.01,274075364,PC
3549.01,269269740,PC
355.01,183593642,PC
3550.01,248058363,PC
3551.01,247283596,PC
3552.01,247283054,PC
3553.01,239628993,PC
3554.01,239585909,PC
3555.01,233415701,PC
3558.01,195750008,PC
3559.01,184468386,PC
356.01,369336146,PC
3560.01,184295571,PC
3564.01,193482096,PC
3567.01,452658846,PC
3568.01,160390955,PC
3569.01,436314778,PC
3570.01,136122328,PC
3571.01,2010186093,PC
3573.01,407905370,PC
3574.01,407694390,PC
3575.01,407658979,PC
3576.01,405897415,PC
3577.01,396133015,PC
358.01,321982642,PC
3582.01,290308758,PC
3583.01,289895191,PC
3584.01,289100911,PC
3585.01,287591638,PC
3586.01,286080865,PC
3587.01,267373896,PC
3588.01,265242905,PC
3589.01,260761464,PC
359.01,80432617,PC
3591.01,190479710,PC
3592.01,162387333,PC
3593.01,162289289,PC
3594.01,162179096,PC
3596.01,352690548,PC
3598.01,352469839,PC
3599.01,194461202,PC
3600.01,343726435,PC
3601.01,191202679,PC
3602.01,331146317,PC
3603.01,13961554,PC
3604.01,330135981,PC
3605.01,329373799,PC
3606.01,315907220,PC
3607.01,277505161,PC
3609.01,267861788,PC
3611.01,252549844,PC
3613.01,233795794,PC
3615.01,173711153,PC
3616.01,173298412,PC
3617.01,173176491,PC
3618.01,65981892,PC
3619.01,64938667,PC
362.01,305048116,PC
3620.01,620780629,PC
3622.01,432761635,PC
3623.01,422881018,PC
3624.01,414922696,PC
3625.01,1980725947,PC
3628.01,238624131,PC
3632.01,186292194,PC
3633.01,429218084,PC
3635.01,428003305,PC
3637.01,370981403,PC
3638.01,47094691,PC
3639.01,365447203,PC
364.01,47425697,PC
3640.01,200917197,PC
3641.01,192878624,PC
3642.01,186614891,PC
3644.01,445496795,PC
3645.01,184733148,PC
3646.01,445407434,PC
3647.01,149855074,PC
3648.01,433144048,PC
3649.01,139559780,PC
3650.01,139507260,PC
3651.01,415976665,PC
3652.01,116848450,PC
3653.01,410552165,PC
3654.01,396556650,PC
3656.01,77258279,PC
3657.01,381544766,PC
366.01,251878904,PC
3660.01,67517533,PC
3661.01,370123525,PC
3662.01,65446983,PC
3664.01,348437470,PC
3665.01,65440953,PC
3667.01,63717709,PC
3668.01,467580267,PC
3669.01,63470437,PC
3670.01,331854794,PC
3671.01,312345863,PC
3673.01,452964680,PC
3674.01,308613965,PC
3675.01,34646336,PC
3676.01,302470965,PC
3678.01,34551972,PC
3679.01,285354178,PC
3682.01,28961316,PC
3683.01,264912889,PC
3685.01,252118701,PC
3686.01,13533330,PC
3687.01,250803548,PC
3689.01,241135327,PC
369.01,175482273,PC
3690.01,240989628,PC
3691.01,240959810,PC
3692.01,240864953,PC
3694.01,470822809,PC
3696.01,202872757,PC
3698.01,266425782,PC
3699.01,266401846,PC
370.01,251855940,PC
3700.01,417676091,PC
3701.01,266213232,PC
3702.01,385400633,PC
3703.01,260962960,PC
3704.01,367616146,PC
3706.01,252430813,PC
3707.01,366311757,PC
3708.01,251652214,PC
3709.01,356322454,PC
371.01,156016136,PC
3710.01,174826170,PC
3711.01,355008856,PC
3712.01,354442783,PC
3713.01,171160885,PC
3715.01,354293303,PC
3716.01,155351556,PC
3718.01,417942201,PC
3719.01,150074121,PC
3720.01,347051112,PC
3721.01,143687316,PC
3722.01,346015394,PC
3723.01,3027681,PC
3724.01,143642240,PC
3726.01,122695048,PC
3727.01,339207847,PC
3729.01,322160664,PC
3730.01,417844678,PC
3732.01,321894059,PC
3734.01,105135774,PC
3735.01,317252733,PC
3736.01,98620619,PC
3737.01,96074951,PC
3738.01,312689217,PC
3739.01,311441461,PC
374.01,183675732,PC
3741.01,701926762,PC
3743.01,87091417,PC
3744.01,86075481,PC
3745.01,666567477,PC
3747.01,647636934,PC
3748.01,82622707,PC
3749.01,284174392,PC
375.01,280097543,PC
3750.01,468777766,PC
3751.01,284173938,PC
3752.01,81597356,PC
3754.01,81593515,PC
3755.01,281196902,PC
3758.01,280254984,PC
376.01,144301273,PC
3761.01,275703182,PC
3762.01,9833284,PC
3763.01,432114158,PC
3764.01,275702126,PC
3765.01,432078760,PC
3766.01,9830791,PC
3767.01,274545328,PC
3768.01,268172361,PC
3769.01,428251130,PC
3770.01,8621049,PC
3771.01,3364732,PC
3772.01,426319499,PC
3773.01,266772500,PC
3774.01,704012376,PC
3775.01,68850908,PC
3777.01,802227190,PC
3778.01,53307409,PC
3779.01,742648307,PC
3780.01,468832904,PC
3783.01,459755750,PC
3784.01,339503267,PC
3786.01,321250206,PC
3787.01,457104362,PC
3788.01,312811620,PC
3789.01,453410966,PC
3791.01,400432230,PC
3793.01,29105766,PC
3797.01,252912175,PC
3798.01,22683951,PC
3799.01,373614579,PC
380.01,100014359,PC
3800.01,21291176,PC
3801.01,373612558,PC
3802.01,190250689,PC
3803.01,353498819,PC
3804.01,312991501,PC
3805.01,189852832,PC
3809.01,252876117,PC
3811.01,138475192,PC
3812.01,239134248,PC
3813.01,4605846,PC
3814.01,155873992,PC
3815.01,149995163,PC
3816.01,102848207,PC
3817.01,99572130,PC
3818.01,99097200,PC
3820.01,95234976,PC
3821.01,88485645,PC
3822.01,88385463,PC
3826.01,9346507,PC
3828.01,841226526,PC
3829.01,801354155,PC
3830.01,445807396,PC
3831.01,393853275,PC
3832.01,356736743,PC
3834.01,355953198,PC
3835.01,330795142,PC
3836.01,900240532,PC
3837.01,308073360,PC
3839.01,298074043,PC
3840.01,287231664,PC
3841.01,252474634,PC
3842.01,165985431,PC
3847.01,149917086,PC
3848.01,147994863,PC
3849.01,147890655,PC
3850.01,143008050,PC
3851.01,142739544,PC
3852.01,142635225,PC
3853.01,142618165,PC
3854.01,142562395,PC
3855.01,126325149,PC
3856.01,125552076,PC
3857.01,105379013,PC
3858.01,86273567,PC
386.01,238059180,PC
3860.01,416542079,PC
3861.01,396950329,PC
3862.01,141205978,PC
3863.01,383531543,PC
3865.01,376688393,PC
3866.01,376632626,PC
3867.01,320208949,PC
3868.01,310994622,PC
3870.01,165989915,PC
3871.01,165468291,PC
3872.01,165431806,PC
3873.01,154126149,PC
3874.01,154105890,PC
3875.01,153978165,PC
3876.01,150388393,PC
3877.01,144310492,PC
3878.01,141275395,PC
3879.01,139086171,PC
3880.01,138973825,PC
3881.01,136998882,PC
3886.01,48220826,PC
3887.01,21549805,PC
3888.01,18067025,PC
3889.01,950525831,PC
3891.01,459215281,PC
3892.01,3896759,PC
3893.01,458424950,PC
3894.01,165464482,PC
3895.01,3808740,PC
3896.01,445837596,PC
3897.01,154181821,PC
3898.01,450337675,PC
3899.01,441697509,PC
3900.01,366755319,PC
3901.01,357373216,PC
3902.01,310094771,PC
3903.01,288434231,PC
3905.01,180672438,PC
3907.01,165723070,PC
3909.01,161003569,PC
3910.01,158617175,PC
3911.01,158497525,PC
3913.01,155898758,PC
3915.01,81247877,PC
3916.01,68074302,PC
3918.01,23815847,PC
3919.01,23769326,PC
3922.01,1101855081,PC
3923.01,467265105,PC
3926.01,434171145,PC
3927.01,434171113,PC
3928.01,427153307,PC
3929.01,422554579,PC
3930.01,422514153,PC
3931.01,421336001,PC
3933.01,388393034,PC
3934.01,375981105,PC
3935.01,372207084,PC
3936.01,371676181,PC
3937.01,367425982,PC
3939.01,366115856,PC
3940.01,346081845,PC
3941.01,345697569,PC
3942.01,345329200,PC
3943.01,343330330,PC
3944.01,338065029,PC
3945.01,336824844,PC
3946.01,336399144,PC
3947.01,336092760,PC
3949.01,334493051,PC
3950.01,334394274,PC
3951.01,334385701,PC
3952.01,321861405,PC
3953.01,320503729,PC
3954.01,316453500,PC
3955.01,314375831,PC
3956.01,309849817,PC
3958.01,279383896,PC
3959.01,275421144,PC
3960.01,272785423,PC
3961.01,272219353,PC
3962.01,271761420,PC
3963.01,271439193,PC
3965.01,269043098,PC
3967.01,256867493,PC
3969.01,252049912,PC
3970.01,237221436,PC
3971.01,237077180,PC
3972.01,284206913,PC
3973.01,233654042,PC
3974.01,156007004,PC
3977.01,116382006,PC
3978.01,468329664,PC
3980.01,312548829,PC
3981.01,312548415,PC
3982.01,25773352,PC
3986.01,470911286,PC
3988.01,452938965,PC
3991.01,418133917,PC
3992.01,403347341,PC
3993.01,403340402,PC
3997.01,327004130,PC
3998.01,320281287,PC
4000.01,283015592,PC
4001.01,83148519,PC
4003.01,399346877,PC
4004.01,397924314,PC
4007.01,389910188,PC
4009.01,368734712,PC
4011.01,289264348,PC
4012.01,280315875,PC
4013.01,279265701,PC
4014.01,85791385,PC
4015.01,85429139,PC
4016.01,461491274,PC
4017.01,407313319,PC
4018.01,407243316,PC
4019.01,284305328,PC
4021.01,10507330,PC
4022.01,1271152446,PC
4023.01,470678283,PC
4024.01,470169396,PC
4025.01,441730540,PC
4026.01,428963229,PC
4027.01,427866520,PC
4028.01,406634633,PC
4029.01,393633044,PC
4030.01,390021939,PC
4031.01,389968080,PC
4033.01,387330895,PC
4034.01,375654303,PC
4035.01,372392226,PC
4038.01,366580825,PC
4039.01,366120401,PC
4040.01,356786657,PC
4041.01,345645749,PC
4042.01,332393279,PC
4043.01,322262448,PC
4045.01,298264260,PC
4046.01,284760740,PC
4047.01,279769094,PC
4049.01,259274960,PC
4050.01,255865833,PC
4051.01,237101326,PC
4054.01,233719215,PC
4055.01,233053554,PC
4056.01,232567319,PC
4057.01,230388132,PC
4058.01,229639351,PC
4059.01,229605891,PC
406.01,153065527,PC
406.02,153065527,PC
4060.01,229508727,PC
4062.01,219866209,PC
4064.01,219489550,PC
4065.01,219485050,PC
4066.01,193556520,PC
4069.01,143009290,PC
4070.01,115270627,PC
4071.01,115182469,PC
4072.01,85459171,PC
4073.01,648958344,PC
4074.01,628103717,PC
4075.01,627323667,PC
4076.01,57193198,PC
4077.01,57159675,PC
4078.01,444724127,PC
4079.01,444558604,PC
4080.01,428892437,PC
4081.01,421973253,PC
4082.01,400899926,PC
4084.01,346673534,PC
4085.01,336840314,PC
4086.01,328814605,PC
4088.01,302381397,PC
4089.01,298752252,PC
4090.01,289373041,PC
4092.01,288242606,PC
4093.01,284454822,PC
4093.02,284454822,PC
4094.01,280035202,PC
4095.01,274974693,PC
4096.01,272782321,PC
4097.01,264295655,PC
4098.01,264223828,PC
4099.01,264173803,PC
4100.01,243297296,PC
4101.01,243280335,PC
4103.01,235902467,PC
4104.01,235664497,PC
4105.01,233576159,PC
4107.01,232632239,PC
4108.01,232603560,PC
4109.01,230084146,PC
4111.01,230006888,PC
4113.01,229786610,PC
4114.01,229408913,PC
4115.01,199610140,PC
4116.01,198616607,PC
4117.01,198189972,PC
4118.01,193773468,PC
4119.01,160618074,PC
4120.01,159438097,PC
4121.01,157218656,PC
4123.01,153896150,PC
4124.01,150761163,PC
4125.01,147761049,PC
4128.01,137420801,PC
4129.01,123357034,PC
4131.01,47937361,PC
4132.01,335655755,PC
4133.01,468396217,PC
4136.01,420680343,PC
4140.01,400103802,PC
4141.01,400093775,PC
4142.01,39573090,PC
4144.01,313194972,PC
4147.01,138329479,PC
4149.01,103096524,PC
4150.01,102719996,PC
4151.01,406926040,PC
4152.01,1813844121,PC
4153.01,470171739,PC
4154.01,470156846,PC
4155.01,467331291,PC
4156.01,462553953,PC
4156.02,462553953,PC
4158.01,441797394,PC
4160.01,441580526,PC
4161.01,441572821,PC
4162.01,420114036,PC
4163.01,420112217,PC
4164.01,420108587,PC
4165.01,398371628,PC
4166.01,389777651,PC
4168.01,372758077,PC
4169.01,372747949,PC
4170.01,366972162,PC
4171.01,362223355,PC
4172.01,359388309,PC
4173.01,358613376,PC
4174.01,356822426,PC
4175.01,952046774,PC
4179.01,297148017,PC
4182.01,31637479,PC
4183.01,421951960,PC
4185.01,152563846,PC
4186.01,300579472,PC
4187.01,176780257,PC
4189.01,7422496,PC
4190.01,65416038,PC
4191.01,167905035,PC
4192.01,41995709,PC
4193.01,382419744,PC
4195.01,67598139,PC
4196.01,67566164,PC
4197.01,332579116,PC
4198.01,459913687,PC
4199.01,220144363,PC
4200.01,53593542,PC
4202.01,237603062,PC
4203.01,72494421,PC
4204.01,158697949,PC
4205.01,280645209,PC
4206.01,281242007,PC
4208.01,280304556,PC
4209.01,200090347,PC
4211.01,385654601,PC
4214.01,409594381,PC
4215.01,7274938,PC
4218.01,142628514,PC
422.01,117979455,PC
4220.01,346995484,PC
4221.01,334252687,PC
4223.01,157088184,PC
4224.01,148667071,PC
4226.01,127328218,PC
4227.01,99081059,PC
4228.01,415143674,PC
4230.01,128127712,PC
4231.01,127895118,PC
4233.01,113295476,PC
4234.01,81055189,PC
4236.01,36227841,PC
4237.01,30825828,PC
4238.01,24615998,PC
4239.01,22121296,PC
4240.01,19547831,PC
4241.01,4102368,PC
4242.01,445582110,PC
4243.01,400683848,PC
4244.01,393340920,PC
4245.01,52928939,PC
4246.01,291465998,PC
4247.01,286153328,PC
4248.01,190986054,PC
4249.01,269568703,PC
4250.01,269249506,PC
4252.01,145038729,PC
4253.01,145249556,PC
4254.01,92744152,PC
4255.01,82302240,PC
4259.01,268643535,PC
426.01,189013224,PC
4260.01,74967390,PC
4262.01,53365065,PC
4263.01,48276576,PC
4264.01,45996325,PC
4265.01,118308828,PC
4266.01,442050698,PC
4267.01,80783538,PC
4269.01,178657161,PC
4271.01,146842334,PC
4272.01,146664561,PC
4273.01,133331642,PC
4274.01,290388627,PC
4275.01,363635669,PC
4276.01,469811655,PC
4277.01,466682238,PC
4278.01,466222485,PC
4279.01,407146536,PC
4280.01,387193925,PC
4281.01,384386061,PC
4282.01,374348168,PC
4283.01,343952976,PC
4284.01,280726137,PC
4285.01,310105752,PC
4286.01,294097592,PC
4287.01,290407621,PC
4288.01,278821913,PC
4289.01,278540265,PC
429.01,259592689,PC
4290.01,278196907,PC
4291.01,257520272,PC
4293.01,101696403,PC
4294.01,30499203,PC
4295.01,325527653,PC
4296.01,72668830,PC
4297.01,28116365,PC
4298.01,146282666,PC
4299.01,67535663,PC
4301.01,307079330,PC
4302.01,182078202,PC
4303.01,200296137,PC
4305.01,372068780,PC
4305.02,372068780,PC
4307.01,141186075,PC
4307.02,141186075,PC
4309.01,56662591,PC
4310.01,303317324,PC
4311.01,122617317,PC
4311.02,122617317,PC
4313.01,294324819,PC
4315.01,139148528,PC
4317.01,422914082,PC
4318.01,311130133,PC
4319.01,157115010,PC
4320.01,404518509,PC
4321.01,325081244,PC
4322.01,13883872,PC
4324.01,408416746,PC
4325.01,202185707,PC
4326.01,303586471,PC
4327.01,140687214,PC
4328.01,77175217,PC
4330.01,47617038,PC
4331.01,148833828,PC
4332.01,178959058,PC
4333.01,144645881,PC
4334.01,128531633,PC
4340.01,454038613,PC
4343.01,278988097,PC
4344.01,38939275,PC
4345.01,469791892,PC
4347.01,32498058,PC
4348.01,350299588,PC
4349.01,313889049,PC
435.01,44647437,PC
4350.01,50379036,PC
4351.01,358253047,PC
4352.01,237332812,PC
4353.01,176797879,PC
4354.01,332715376,PC
4355.01,260655847,PC
4356.01,149389419,PC
4358.01,273418421,PC
4360.01,52307802,PC
4361.01,334632624,PC
4362.01,238164799,PC
4363.01,325682877,PC
4364.01,4070275,PC
4365.01,413343957,PC
4366.01,297361900,PC
4367.01,313675203,PC
4368.01,314724818,PC
4369.01,278862750,PC
4370.01,335040423,PC
4371.01,450649506,PC
4372.01,401980624,PC
4373.01,315350812,PC
4374.01,308191940,PC
4376.01,250306572,PC
4378.01,394721720,PC
4379.01,97766057,PC
438.01,468880077,PC
4380.01,169958952,PC
4381.01,305767364,PC
4382.01,32460142,PC
4383.01,384744828,PC
4384.01,259230140,PC
4385.01,22186226,PC
4386.01,350575997,PC
4387.01,33350443,PC
4388.01,313554509,PC
4390.01,369345064,PC
4391.01,66620917,PC
4392.01,429791387,PC
4393.01,107440797,PC
4394.01,341805908,PC
4395.01,218483943,PC
4400.01,231630147,PC
4401.01,178170828,PC
4402.01,197807778,PC
4403.01,350931281,PC
4404.01,342314656,PC
4405.01,177254988,PC
4405.02,177254988,PC
4407.01,207238953,PC
4408.01,260189643,PC
4409.01,382200986,PC
4410.01,280803800,PC
4412.01,35315453,PC
4413.01,142019343,PC
4415.01,1234810324,PC
4416.01,79605791,PC
4417.01,208297760,PC
4418.01,295593712,PC
4418.02,295593712,PC
4419.01,352229268,PC
4420.01,362709886,PC
4422.01,263748033,PC
4424.01,326386495,PC
4425.01,106940971,PC
4427.01,207339000,PC
4429.01,233188747,PC
4430.01,362222177,PC
4432.01,198610218,PC
4436.01,420268415,PC
4437.01,237205154,PC
4439.01,267545252,PC
4441.01,23982469,PC
4442.01,446158352,PC
4443.01,158241252,PC
4443.02,158241252,PC
4444.01,158167408,PC
4447.01,153937417,PC
4449.01,322046084,PC
445.01,14091704,PC
4450.01,373017346,PC
4451.01,23229805,PC
4452.01,229581160,PC
4458.01,229671380,PC
4459.01,230129753,PC
4460.01,461635621,PC
4461.01,149282072,PC
4462.01,76420654,PC
4464.01,441589581,PC
4465.01,157236902,PC
4468.01,441763252,PC
4468.02,441763252,PC
4478.01,233823679,PC
4481.01,239332587,PC
4484.01,272707711,PC
4487.01,193754373,PC
4491.01,193336820,PC
4492.01,298297931,PC
4493.01,263218688,PC
4494.01,40466976,PC
4495.01,120826158,PC
4495.02,120826158,PC
4496.01,275758701,PC
4497.01,436166416,PC
4499.01,120183168,PC
4499.02,120183168,PC
4501.01,22069559,PC
4503.01,167719618,PC
4504.01,349972412,PC
4504.02,349972412,PC
4505.01,150299840,PC
4506.01,434105094,PC
4507.01,179582003,PC
4508.01,170789802,PC
4509.01,319610598,PC
4510.01,340458804,PC
4511.01,333674399,PC
4511.02,333674399,PC
4513.01,408261725,PC
4519.01,419957393,PC
4527.01,380887434,PC
4529.01,384888319,PC
4537.01,251039147,PC
4540.01,388816604,PC
4542.01,4464022,PC
4543.01,435336785,PC
4546.01,25911962,PC
4548.01,21130820,PC
4549.01,9030119,PC
4550.01,400972123,PC
4552.01,248250955,PC
4553.01,383721338,PC
